"Ticker";"Qtd";"Valor R$ 31/12/2024";"Discriminação";"Cnpj"
"UNI-V3-POS#3486064";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3486064 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3486104";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3486104 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3488303";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3488303 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3488889";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3488889 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3489076";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3489076 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3489086";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3489086 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3489183";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3489183 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3489212";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3489212 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3489498";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3489498 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3490425";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3490425 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3490485";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3490485 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3490689";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3490689 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3491425";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3491425 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3495875";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3495875 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3495921";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3495921 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3500501";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3500501 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3500543";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3500543 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3501179";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3501179 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3501196";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3501196 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3501215";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3501215 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3504619";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3504619 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3504633";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3504633 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3508804";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3508804 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3508820";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3508820 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3508846";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3508846 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3508882";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3508882 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3508951";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3508951 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3509063";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3509063 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3509130";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3509130 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3526290";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3526290 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3526305";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3526305 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3526427";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3526427 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3527310";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3527310 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3528691";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3528691 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3529851";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3529851 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3530278";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3530278 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3541819";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3541819 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3541838";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3541838 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3541854";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3541854 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3544959";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3544959 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3561840";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3561840 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3571882";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3571882 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3572852";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3572852 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3573030";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3573030 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3573174";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3573174 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3608405";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3608405 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3612374";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3612374 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3612469";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3612469 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3619145";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3619145 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3622367";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3622367 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3628622";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3628622 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3628634";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3628634 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3628880";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3628880 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3628887";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3628887 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3635815";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3635815 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3675625";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3675625 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3695759";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3695759 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3695775";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3695775 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3699016";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3699016 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3700967";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3700967 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3700983";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3700983 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3701323";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3701323 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3707875";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3707875 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3707888";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3707888 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3723114";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3723114 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3738692";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3738692 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3742993";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3742993 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3743013";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3743013 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3759269";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3759269 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3775180";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3775180 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3782987";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3782987 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#3785151";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#3785151 CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"ACHIVX";0.011;"0,00";"SALDO DE 0,011 ACHIVX CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"MATIC";1e-10;"0,00";"SALDO DE 0 MATIC CUSTODIADO NA CARTEIRA LEDGER NA REDE ARBITRUM 0xe948 EM 31/12/2024.";""
"GAME";34685.524561367;"10936,76";"SALDO DE 34685,52456137 GAME CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"CONVO";45609.1066917808;"16871,92";"SALDO DE 45609,10669178 CONVO CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"WETH";1.0127088989;"11670,19";"SALDO DE 1,0127089 WETH CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"VIRTUAL";842.1833190275;"6934,32";"SALDO DE 842,18331903 VIRTUAL CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"SPECTRA";21415.4842273017;"16404,48";"SALDO DE 21415,4842273 SPECTRA CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO";1903.7392695179;"9410,86";"SALDO DE 1903,73926952 AERO CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"CHAMP";25810.3634196428;"11132,78";"SALDO DE 25810,36341964 CHAMP CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"ETH";0.3607264279;"8227,81";"SALDO DE 0,36072643 ETH CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"OM";185.3118607835;"4136,23";"SALDO DE 185,31186078 OM CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"LUNA";2380.150946738;"0,00";"SALDO DE 2380,15094674 LUNA CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"FAI";6148.033128598;"1065,18";"SALDO DE 6148,0331286 FAI CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AIYP";6449.0;"0,00";"SALDO DE 6449 AIYP CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"SKYA";171.8726;"20,78";"SALDO DE 171,8726 SKYA CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"ZRO";1e-10;"0,00";"SALDO DE 0 ZRO CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"ANZ";197541.4691399981;"143,05";"SALDO DE 197541,46914 ANZ CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS-1649470-LIQUIDITY";549.6507905483402;"6923,39";"SALDO DE 549,65079055 UNI-V3-POS-1649470-LIQUIDITY CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS-1640758-LIQUIDITY";416.5434291826689;"8095,72";"SALDO DE 416,54342918 UNI-V3-POS-1640758-LIQUIDITY CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS-1649845-LIQUIDITY";304.91101063954164;"9088,93";"SALDO DE 304,91101064 UNI-V3-POS-1649845-LIQUIDITY CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS-1619323-LIQUIDITY";9.956374309138612;"258,43";"SALDO DE 9,95637431 UNI-V3-POS-1619323-LIQUIDITY CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#372599";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#372599 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#372823";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#372823 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#384494";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#384494 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#385284";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#385284 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#409546";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#409546 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#418590";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#418590 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#429863";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#429863 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#434387";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#434387 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#439551";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#439551 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#444979";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#444979 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#453449";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#453449 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#455812";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#455812 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#455902";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#455902 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#463102";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#463102 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#463189";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#463189 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#463225";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#463225 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#471398";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#471398 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#471422";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#471422 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#471435";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#471435 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#498787";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#498787 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#499238";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#499238 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#500188";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#500188 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#538029";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#538029 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#558628";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#558628 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#590412";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#590412 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#626462";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#626462 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#626556";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#626556 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#696609";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#696609 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#949198";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#949198 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#949338";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#949338 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#983834";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#983834 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#984048";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#984048 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#984164";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#984164 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#999167";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#999167 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#1161712";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#1161712 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#1161947";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#1161947 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#1161962";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#1161962 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1006207";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1006207 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#1324843";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#1324843 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#1325224";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#1325224 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#1343087";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#1343087 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#1344608";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#1344608 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#1350555";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#1350555 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1014597";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1014597 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1014608";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1014608 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1018031";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1018031 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1023575";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1023575 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1023579";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1023579 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1025711";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1025711 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#1500902";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#1500902 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"AERO-CL-POS#1541619";1.0;"0,00";"SALDO DE 1 AERO-CL-POS#1541619 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1028860";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1028860 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1032030";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1032030 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1032058";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1032058 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
